idiom,decade,rank,token,prob_mean
not have two pennies to rub together,1990,1,fingers,0.063369
not have two pennies to rub together,1990,2,hands,0.056594
not have two pennies to rub together,1990,3,heads,0.052716
not have two pennies to rub together,1990,4,bones,0.041190
not have two pennies to rub together,1990,5,teeth,0.039738
not have two pennies to rub together,1990,6,words,0.037623
not have two pennies to rub together,1990,7,legs,0.037533
not have two pennies to rub together,1990,8,hairs,0.032709
not have two pennies to rub together,1990,9,sticks,0.030976
not have two pennies to rub together,1990,10,stones,0.026222
not have two pennies to rub together,1990,11,eyes,0.025115
not have two pennies to rub together,1990,12,feet,0.021927
not have two pennies to rub together,1990,13,points,0.014274
not have two pennies to rub together,1990,14,tongues,0.012894
not have two pennies to rub together,1990,15,pages,0.012430
not have two pennies to rub together,1990,16,knots,0.011472
not have two pennies to rub together,1990,17,mouths,0.009868
not have two pennies to rub together,1990,18,bottles,0.009047
not have two pennies to rub together,1990,19,coats,0.008897
not worth a farthing,1820,0,farthing,0.298163
not worth a farthing,1820,1,dollar,0.191228
not worth a farthing,1820,2,straw,0.150234
not worth a farthing,1820,3,shilling,0.132813
not worth a farthing,1820,4,guinea,0.125031
not worth a farthing,1820,5,jot,0.043766
not worth a farthing,1820,6,rush,0.041007
not worth a farthing,1820,7,penny,0.027166
not worth a farthing,1820,8,million,0.022776
not worth a farthing,1820,9,word,0.021445
not worth a farthing,1820,10,pin,0.020797
not worth a farthing,1820,11,vote,0.017080
not worth a farthing,1820,12,moment,0.013482
not worth a farthing,1820,13,shadow,0.011604
not worth a farthing,1820,14,division,0.011537
not worth a farthing,1820,15,cent,0.009160
not worth a farthing,1820,16,third,0.009071
not worth a farthing,1820,17,second,0.007652
not worth a farthing,1820,18,hundred,0.006082
not worth a farthing,1820,19,compensation,0.005420
not worth a farthing,1830,0,ireland,0.275627
not worth a farthing,1830,1,england,0.259004
not worth a farthing,1830,2,country,0.101594
not worth a farthing,1830,3,scotland,0.046023
not worth a farthing,1830,4,europe,0.029809
not worth a farthing,1830,5,the,0.028749
not worth a farthing,1830,6,society,0.014281
not worth a farthing,1830,7,town,0.011309
not worth a farthing,1830,8,land,0.011301
not worth a farthing,1830,9,class,0.010975
not worth a farthing,1830,10,county,0.010422
not worth a farthing,1830,11,",",0.007773
not worth a farthing,1830,12,kingdom,0.007485
not worth a farthing,1830,13,wales,0.007473
not worth a farthing,1830,14,district,0.007293
not worth a farthing,1830,15,counties,0.007174
not worth a farthing,1830,16,community,0.007007
not worth a farthing,1830,17,britain,0.006209
not worth a farthing,1830,18,america,0.006021
not worth a farthing,1830,19,parish,0.004208
not worth a farthing,1840,0,farthing,0.410826
not worth a farthing,1840,1,shilling,0.171288
not worth a farthing,1840,2,reply,0.141519
not worth a farthing,1840,3,straw,0.113359
not worth a farthing,1840,4,",",0.105479
not worth a farthing,1840,5,rush,0.081159
not worth a farthing,1840,6,.,0.076840
not worth a farthing,1840,7,;,0.068842
not worth a farthing,1840,8,in,0.056063
not worth a farthing,1840,9,moment,0.049666
not worth a farthing,1840,10,penny,0.047676
not worth a farthing,1840,11,of,0.037426
not worth a farthing,1840,12,to,0.033048
not worth a farthing,1840,13,pin,0.031570
not worth a farthing,1840,14,a,0.031384
not worth a farthing,1840,15,fig,0.029728
not worth a farthing,1840,16,hearing,0.029100
not worth a farthing,1840,17,word,0.024412
not worth a farthing,1840,18,second,0.022943
not worth a farthing,1840,19,and,0.018798
not worth a farthing,1850,0,farthing,0.287901
not worth a farthing,1850,1,shilling,0.122678
not worth a farthing,1850,2,straw,0.095124
not worth a farthing,1850,3,rush,0.084933
not worth a farthing,1850,4,shot,0.057137
not worth a farthing,1850,5,sail,0.048729
not worth a farthing,1850,6,penny,0.045334
not worth a farthing,1850,7,fight,0.044097
not worth a farthing,1850,8,pilot,0.042412
not worth a farthing,1850,9,life,0.038927
not worth a farthing,1850,10,man,0.038166
not worth a farthing,1850,11,gun,0.031735
not worth a farthing,1850,12,ton,0.029736
not worth a farthing,1850,13,pin,0.024814
not worth a farthing,1850,14,sword,0.024104
not worth a farthing,1850,15,bit,0.022657
not worth a farthing,1850,16,soldier,0.021486
not worth a farthing,1850,17,cable,0.020406
not worth a farthing,1850,18,head,0.019944
not worth a farthing,1850,19,beating,0.019115
not worth a farthing,1860,0,farthing,0.525860
not worth a farthing,1860,1,",",0.251138
not worth a farthing,1860,2,shilling,0.179804
not worth a farthing,1860,3,penny,0.161546
not worth a farthing,1860,4,to,0.048484
not worth a farthing,1860,5,.,0.047661
not worth a farthing,1860,6,was,0.044391
not worth a farthing,1860,7,;,0.040402
not worth a farthing,1860,8,were,0.035534
not worth a farthing,1860,9,of,0.034823
not worth a farthing,1860,10,in,0.023797
not worth a farthing,1860,11,the,0.022634
not worth a farthing,1860,12,candle,0.018414
not worth a farthing,1860,13,pin,0.017569
not worth a farthing,1860,14,as,0.016362
not worth a farthing,1860,15,before,0.015769
not worth a farthing,1860,16,attention,0.014757
not worth a farthing,1860,17,and,0.014465
not worth a farthing,1860,18,being,0.014415
not worth a farthing,1860,19,from,0.013211
not worth a farthing,1870,0,farthing,0.352335
not worth a farthing,1870,1,shilling,0.157374
not worth a farthing,1870,2,penny,0.112759
not worth a farthing,1870,3,rush,0.097379
not worth a farthing,1870,4,straw,0.084663
not worth a farthing,1870,5,million,0.017387
not worth a farthing,1870,6,trifle,0.010447
not worth a farthing,1870,7,moment,0.006951
not worth a farthing,1870,8,pin,0.006714
not worth a farthing,1870,9,shadow,0.006592
not worth a farthing,1870,10,murmur,0.006263
not worth a farthing,1870,11,living,0.006213
not worth a farthing,1870,12,bit,0.005418
not worth a farthing,1870,13,jot,0.005254
not worth a farthing,1870,14,finger,0.005019
not worth a farthing,1870,15,vote,0.004592
not worth a farthing,1870,16,pound,0.003887
not worth a farthing,1870,17,third,0.003689
not worth a farthing,1870,18,dollar,0.003346
not worth a farthing,1870,19,word,0.003042
not worth a farthing,1880,0,farthing,0.488002
not worth a farthing,1880,1,shilling,0.146550
not worth a farthing,1880,2,penny,0.131843
not worth a farthing,1880,3,straw,0.093168
not worth a farthing,1880,4,jot,0.039814
not worth a farthing,1880,5,moment,0.023977
not worth a farthing,1880,6,word,0.021217
not worth a farthing,1880,7,rush,0.018582
not worth a farthing,1880,8,pin,0.017027
not worth a farthing,1880,9,minute,0.011837
not worth a farthing,1880,10,hearing,0.009437
not worth a farthing,1880,11,shadow,0.007848
not worth a farthing,1880,12,bit,0.007008
not worth a farthing,1880,13,trial,0.004013
not worth a farthing,1880,14,division,0.003943
not worth a farthing,1880,15,day,0.003306
not worth a farthing,1880,16,guinea,0.002880
not worth a farthing,1880,17,letter,0.002537
not worth a farthing,1880,18,hair,0.002468
not worth a farthing,1880,19,drop,0.002055
not worth a farthing,1900,0,farthing,0.341277
not worth a farthing,1900,1,straw,0.295401
not worth a farthing,1900,2,penny,0.090438
not worth a farthing,1900,3,rush,0.055996
not worth a farthing,1900,4,shilling,0.051951
not worth a farthing,1900,5,moment,0.034671
not worth a farthing,1900,6,jot,0.011743
not worth a farthing,1900,7,pin,0.010922
not worth a farthing,1900,8,shadow,0.007821
not worth a farthing,1900,9,million,0.007209
not worth a farthing,1900,10,bit,0.006685
not worth a farthing,1900,11,minute,0.005996
not worth a farthing,1900,12,word,0.005794
not worth a farthing,1900,13,vote,0.003538
not worth a farthing,1900,14,fig,0.003479
not worth a farthing,1900,15,copper,0.002878
not worth a farthing,1900,16,ruſh,0.002823
not worth a farthing,1900,17,second,0.002689
not worth a farthing,1900,18,drop,0.002511
not worth a farthing,1900,19,guarantee,0.002403
not worth a farthing,1920,0,million,0.800704
not worth a farthing,1920,1,farthing,0.101925
not worth a farthing,1920,2,penny,0.050774
not worth a farthing,1920,3,shilling,0.023594
not worth a farthing,1920,4,bit,0.002563
not worth a farthing,1920,5,tithe,0.001425
not worth a farthing,1920,6,dollar,0.001304
not worth a farthing,1920,7,pound,0.001198
not worth a farthing,1920,8,thousand,0.001177
not worth a farthing,1920,9,guinea,0.001119
not worth a farthing,1920,10,hundred,0.001114
not worth a farthing,1920,11,minute,0.000965
not worth a farthing,1920,12,moment,0.000675
not worth a farthing,1920,13,single,0.000673
not worth a farthing,1920,14,fraction,0.000587
not worth a farthing,1920,15,half,0.000556
not worth a farthing,1920,16,ton,0.000534
not worth a farthing,1920,17,century,0.000510
not worth a farthing,1920,18,quarter,0.000497
not worth a farthing,1920,19,lot,0.000496
not worth a farthing,1940,0,farthing,0.501282
not worth a farthing,1940,1,penny,0.169824
not worth a farthing,1940,2,straw,0.093898
not worth a farthing,1940,3,shilling,0.078288
not worth a farthing,1940,4,rush,0.022670
not worth a farthing,1940,5,pin,0.021018
not worth a farthing,1940,6,word,0.009190
not worth a farthing,1940,7,pound,0.007779
not worth a farthing,1940,8,million,0.005648
not worth a farthing,1940,9,guinea,0.005322
not worth a farthing,1940,10,candle,0.004768
not worth a farthing,1940,11,minute,0.004760
not worth a farthing,1940,12,trifle,0.003190
not worth a farthing,1940,13,stone,0.002719
not worth a farthing,1940,14,day,0.002705
not worth a farthing,1940,15,moment,0.002554
not worth a farthing,1940,16,feather,0.001956
not worth a farthing,1940,17,dram,0.001894
not worth a farthing,1940,18,head,0.001879
not worth a farthing,1940,19,bit,0.001801
not worth a farthing,1950,0,farthing,0.594710
not worth a farthing,1950,1,straw,0.190690
not worth a farthing,1950,2,shilling,0.093184
not worth a farthing,1950,3,penny,0.082736
not worth a farthing,1950,4,pin,0.005896
not worth a farthing,1950,5,moment,0.003625
not worth a farthing,1950,6,feather,0.002335
not worth a farthing,1950,7,trifle,0.002319
not worth a farthing,1950,8,pound,0.001957
not worth a farthing,1950,9,jot,0.001809
not worth a farthing,1950,10,rush,0.001553
not worth a farthing,1950,11,guinea,0.001477
not worth a farthing,1950,12,shadow,0.001265
not worth a farthing,1950,13,bit,0.001074
not worth a farthing,1950,14,word,0.001060
not worth a farthing,1950,15,little,0.000930
not worth a farthing,1950,16,ſtraw,0.000838
not worth a farthing,1950,17,minute,0.000636
not worth a farthing,1950,18,drop,0.000513
not worth a farthing,1950,19,hair,0.000508
not worth a penny,1820,0,farthing,0.320464
not worth a penny,1820,1,shilling,0.221251
not worth a penny,1820,2,pin,0.106692
not worth a penny,1820,3,straw,0.075379
not worth a penny,1820,4,penny,0.072668
not worth a penny,1820,5,rush,0.018057
not worth a penny,1820,6,pound,0.007933
not worth a penny,1820,7,hair,0.007405
not worth a penny,1820,8,guinea,0.006680
not worth a penny,1820,9,finger,0.005262
not worth a penny,1820,10,wife,0.004196
not worth a penny,1820,11,stone,0.004013
not worth a penny,1820,12,song,0.003749
not worth a penny,1820,13,smile,0.003630
not worth a penny,1820,14,crown,0.003574
not worth a penny,1820,15,sigh,0.003247
not worth a penny,1820,16,woman,0.002908
not worth a penny,1820,17,man,0.002833
not worth a penny,1820,18,thought,0.002229
not worth a penny,1820,19,tear,0.002159
not worth a penny,1850,0,farthing,0.489086
not worth a penny,1850,1,shilling,0.193670
not worth a penny,1850,2,straw,0.039932
not worth a penny,1850,3,penny,0.035136
not worth a penny,1850,4,knife,0.028593
not worth a penny,1850,5,finger,0.024058
not worth a penny,1850,6,pin,0.022842
not worth a penny,1850,7,hair,0.018496
not worth a penny,1850,8,rush,0.011493
not worth a penny,1850,9,word,0.010406
not worth a penny,1850,10,dram,0.006591
not worth a penny,1850,11,pen,0.005774
not worth a penny,1850,12,drop,0.005085
not worth a penny,1850,13,trifle,0.004431
not worth a penny,1850,14,tear,0.004307
not worth a penny,1850,15,moment,0.004272
not worth a penny,1850,16,thought,0.003884
not worth a penny,1850,17,minute,0.003098
not worth a penny,1850,18,smile,0.003077
not worth a penny,1850,19,feather,0.002987
not worth a penny,1880,0,farthing,0.425391
not worth a penny,1880,1,straw,0.152409
not worth a penny,1880,2,shilling,0.087733
not worth a penny,1880,3,pin,0.081973
not worth a penny,1880,4,moment,0.065259
not worth a penny,1880,5,the,0.060536
not worth a penny,1880,6,",",0.054513
not worth a penny,1880,7,feather,0.052652
not worth a penny,1880,8,penny,0.050694
not worth a penny,1880,9,to,0.050182
not worth a penny,1880,10,.,0.029519
not worth a penny,1880,11,they,0.020563
not worth a penny,1880,12,jot,0.020452
not worth a penny,1880,13,that,0.016357
not worth a penny,1880,14,and,0.016178
not worth a penny,1880,15,are,0.014541
not worth a penny,1880,16,who,0.013303
not worth a penny,1880,17,—,0.013299
not worth a penny,1880,18,it,0.012772
not worth a penny,1880,19,bit,0.011890
not worth a penny,1890,0,shilling,0.298270
not worth a penny,1890,1,farthing,0.291377
not worth a penny,1890,2,penny,0.165265
not worth a penny,1890,3,guinea,0.060633
not worth a penny,1890,4,little,0.044847
not worth a penny,1890,5,pound,0.023219
not worth a penny,1890,6,bit,0.015268
not worth a penny,1890,7,straw,0.013110
not worth a penny,1890,8,half,0.011230
not worth a penny,1890,9,man,0.008817
not worth a penny,1890,10,yard,0.007071
not worth a penny,1890,11,cottage,0.005922
not worth a penny,1890,12,dollar,0.005767
not worth a penny,1890,13,house,0.005747
not worth a penny,1890,14,pin,0.005194
not worth a penny,1890,15,quarter,0.005142
not worth a penny,1890,16,fraction,0.005065
not worth a penny,1890,17,year,0.004834
not worth a penny,1890,18,mark,0.004449
not worth a penny,1890,19,third,0.004364
not worth a penny,1900,0,",",0.069046
not worth a penny,1900,1,of,0.059191
not worth a penny,1900,2,in,0.049466
not worth a penny,1900,3,a,0.044624
not worth a penny,1900,4,from,0.040594
not worth a penny,1900,5,-,0.038305
not worth a penny,1900,6,to,0.037891
not worth a penny,1900,7,.,0.035075
not worth a penny,1900,8,for,0.029490
not worth a penny,1900,9,the,0.029111
not worth a penny,1900,10,and,0.021476
not worth a penny,1900,11,on,0.015149
not worth a penny,1900,12,;,0.012125
not worth a penny,1900,13,their,0.011400
not worth a penny,1900,14,was,0.010660
not worth a penny,1900,15,house,0.009221
not worth a penny,1900,16,—,0.008761
not worth a penny,1900,17,had,0.008701
not worth a penny,1900,18,or,0.008632
not worth a penny,1900,19,land,0.007450
not worth a penny,1930,0,farthing,0.568438
not worth a penny,1930,1,penny,0.244488
not worth a penny,1930,2,shilling,0.157188
not worth a penny,1930,3,ton,0.003561
not worth a penny,1930,4,straw,0.003234
not worth a penny,1930,5,pin,0.002024
not worth a penny,1930,6,minute,0.001722
not worth a penny,1930,7,rush,0.001476
not worth a penny,1930,8,moment,0.001353
not worth a penny,1930,9,million,0.001319
not worth a penny,1930,10,copper,0.001248
not worth a penny,1930,11,bit,0.000958
not worth a penny,1930,12,candle,0.000841
not worth a penny,1930,13,yard,0.000786
not worth a penny,1930,14,pound,0.000702
not worth a penny,1930,15,stone,0.000594
not worth a penny,1930,16,third,0.000437
not worth a penny,1930,17,guinea,0.000424
not worth a penny,1930,18,trifle,0.000285
not worth a penny,1930,19,finger,0.000285
not worth a penny,1940,0,penny,0.849619
not worth a penny,1940,1,single,0.103907
not worth a penny,1940,2,brass,0.012606
not worth a penny,1940,3,-,0.005413
not worth a penny,1940,4,farthing,0.003619
not worth a penny,1940,5,shilling,0.002951
not worth a penny,1940,6,million,0.001729
not worth a penny,1940,7,crown,0.001420
not worth a penny,1940,8,square,0.001171
not worth a penny,1940,9,guinea,0.001090
not worth a penny,1940,10,whole,0.000737
not worth a penny,1940,11,good,0.000584
not worth a penny,1940,12,third,0.000557
not worth a penny,1940,13,hundred,0.000518
not worth a penny,1940,14,straw,0.000487
not worth a penny,1940,15,copper,0.000471
not worth a penny,1940,16,tenth,0.000378
not worth a penny,1940,17,thousand,0.000334
not worth a penny,1940,18,second,0.000329
not worth a penny,1940,19,half,0.000268
not worth a penny,1950,0,farthing,0.455042
not worth a penny,1950,1,shilling,0.242105
not worth a penny,1950,2,penny,0.223244
not worth a penny,1950,3,straw,0.019829
not worth a penny,1950,4,guinea,0.011466
not worth a penny,1950,5,note,0.006106
not worth a penny,1950,6,pin,0.005727
not worth a penny,1950,7,pound,0.003401
not worth a penny,1950,8,bit,0.002615
not worth a penny,1950,9,rush,0.001980
not worth a penny,1950,10,fig,0.001616
